job_id,company,title,location,post_date,score,reasons,url,source
f93817913f28fc7d1210814598176d47d13b8b3b2877236d880957b66a8ae73e,Cognite,Senior Product Manager,"Oslo, NO",2025-09-07,10.5,Title match; B2B/SaaS; English OK,https://example.com/cognite-spm,linkedin
0072d7de2b063393e7b46b3c64f4dd34ca4ba1936686855843d060aff91f741b,,Area Product Owner - X Platform,"Oslo, NO",2025-09-08,4.5,Title match; Fresh,https://www.finn.no/job/ad/423791671,finn
8a25d88f1a87f0e9806f212b39608cd4f49fcd7ec431351ac4b8b76cdc63cc1c,,Jobb,"Oslo, NO",2025-09-08,1.5,Fresh,https://www.finn.no/job/browse.html,finn
51e7ebc29b60236e8b06803b6fa5b42c79f04e611514e79fdda24fce2dd0597a,,Ledige stillinger,"Oslo, NO",2025-09-08,1.5,Fresh,https://www.finn.no/job/search,finn
720fdc24cf5397bab32ac5c90d327e68561a1d53a003059aa85aa2ae737160dd,,Bli den nye kommunikasjonsrådgivaren vår,"Oslo, NO",2025-09-08,1.5,Fresh,https://www.finn.no/job/ad/425290708,finn
6d647341dee36ac3760596ca671323072f6b3d81b4ed4c92f7f27ec4d34de07b,,Temporary role open in the AbbVie Regulatory Affairs team,"Oslo, NO",2025-09-08,1.5,Fresh,https://www.finn.no/job/ad/423181397,finn
48197b57f53724c8a82afead92cd996c2271e4ec2163b5248a293c1d4a757798,,Join AutoStore as a Senior Mechanical Engineer - Shape the Future of Warehouse Automation,"Oslo, NO",2025-09-08,1.5,Fresh,https://www.finn.no/job/ad/424391567,finn
ab93644a84d628732d91d20b5aa7c6e00ff735a07efec82ffeb370520c852074,,We are looking for an experienced and forward-thinking Software Engineering Manager,"Oslo, NO",2025-09-08,1.5,Fresh,https://www.finn.no/job/ad/422695892,finn
e3b5535f428f424d740dd7c3354c7cc7afe55f30e88bea4bd82f71b6f14f8494,,Ready to lead the next generation of software projects in robotics and automation?,"Oslo, NO",2025-09-08,1.5,Fresh,https://www.finn.no/job/ad/426093984,finn
fdf2cddfcabc1f1fa2f4d8644e2bbedf0c0a6ab930dfdd456d0194c77804246f,,"We are seeking a new colleague to lead our global sales organization, based in Oslo","Oslo, NO",2025-09-08,1.5,Fresh,https://www.finn.no/job/ad/420531146,finn
